model,imputation,param_model__C,log_C,param_model__min_samples_leaf,param_model__min_samples_split,metric,score,dataset
Decision Tree,MICE,,,5,5,recall,0.6367627785058977,Train
Decision Tree,MICE,,,5,10,recall,0.6367627785058977,Train
Decision Tree,MICE,,,5,15,recall,0.6330954553875923,Train
Decision Tree,MICE,,,5,20,recall,0.6327465296123732,Train
Random Forest,MICE,,,1,2,recall,0.6204372608354549,Train
Random Forest,MICE,,,1,5,recall,0.6157220167475224,Train
Random Forest,MICE,,,1,10,recall,0.6156323550602814,Train
Random Forest,MICE,,,1,15,recall,0.6158945926225815,Train
Random Forest,MICE,,,1,20,recall,0.6133610781360432,Train
Random Forest,MICE,,,2,2,recall,0.6165924441730195,Train
Random Forest,MICE,,,2,5,recall,0.6150208486295714,Train
Random Forest,MICE,,,2,10,recall,0.6144966022337653,Train
Random Forest,MICE,,,2,15,recall,0.6164187246539906,Train
Random Forest,MICE,,,2,20,recall,0.6144071692753186,Train
Random Forest,MICE,,,5,2,recall,0.6130962101926125,Train
Random Forest,MICE,,,5,5,recall,0.6130962101926125,Train
Random Forest,MICE,,,5,10,recall,0.6130962101926125,Train
Random Forest,MICE,,,5,15,recall,0.6152822856410924,Train
Random Forest,MICE,,,5,20,recall,0.6127484280613634,Train
Logistic Regression,KNN,0.001,-6.907755278982137,,,recall,0.5372813345975732,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,recall,0.5372813345975732,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,recall,0.5372813345975732,Validation
Logistic Regression,KNN,1.0,0.0,,,recall,0.5372813345975732,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,recall,0.5372813345975732,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,recall,0.5372813345975732,Validation
Support Vector Machine,KNN,0.001,-6.907755278982137,,,recall,0.3333333333333333,Validation
Support Vector Machine,KNN,0.01,-4.605170185988091,,,recall,0.5866911269599154,Validation
Support Vector Machine,KNN,0.1,-2.3025850929940455,,,recall,0.535186177644025,Validation
Support Vector Machine,KNN,1.0,0.0,,,recall,0.5229532826721266,Validation
Support Vector Machine,KNN,10.0,2.302585092994046,,,recall,0.5142226986024653,Validation
Support Vector Machine,KNN,100.0,4.605170185988092,,,recall,0.5163210619614956,Validation
Decision Tree,KNN,,,1,2,recall,0.534854543705597,Validation
Decision Tree,KNN,,,1,5,recall,0.5369510748329234,Validation
Decision Tree,KNN,,,1,10,recall,0.5407932647162561,Validation
Decision Tree,KNN,,,1,15,recall,0.5409677847860641,Validation
Decision Tree,KNN,,,1,20,recall,0.5418399270771782,Validation
Decision Tree,KNN,,,2,2,recall,0.5399197482513639,Validation
Decision Tree,KNN,,,2,5,recall,0.5376477809383775,Validation
Decision Tree,KNN,,,2,10,recall,0.5390457737285458,Validation
Decision Tree,KNN,,,2,15,recall,0.5388707956008116,Validation
Decision Tree,KNN,,,2,20,recall,0.540791432484552,Validation
Decision Tree,KNN,,,5,2,recall,0.5388694214270336,Validation
Decision Tree,KNN,,,5,5,recall,0.5388694214270336,Validation
Decision Tree,KNN,,,5,10,recall,0.5388694214270336,Validation
Decision Tree,KNN,,,5,15,recall,0.5369464942536635,Validation
Decision Tree,KNN,,,5,20,recall,0.5397406476022957,Validation
Random Forest,KNN,,,1,2,recall,0.5039338014685336,Validation
Random Forest,KNN,,,1,5,recall,0.5074292415018803,Validation
Random Forest,KNN,,,1,10,recall,0.5152904316279836,Validation
Random Forest,KNN,,,1,15,recall,0.5257675905695034,Validation
Random Forest,KNN,,,1,20,recall,0.5283863077324759,Validation
Random Forest,KNN,,,2,2,recall,0.5219290651495788,Validation
Random Forest,KNN,,,2,5,recall,0.5219286070916528,Validation
Random Forest,KNN,,,2,10,recall,0.528739928451352,Validation
Random Forest,KNN,,,2,15,recall,0.5345036713342769,Validation
Random Forest,KNN,,,2,20,recall,0.5367724322417813,Validation
Random Forest,KNN,,,5,2,recall,0.5369455781378112,Validation
Random Forest,KNN,,,5,5,recall,0.5369455781378112,Validation
Random Forest,KNN,,,5,10,recall,0.5369455781378112,Validation
Random Forest,KNN,,,5,15,recall,0.5411473434930582,Validation
Random Forest,KNN,,,5,20,recall,0.5425425879356705,Validation
Logistic Regression,KNN,0.001,-6.907755278982137,,,recall,0.536058777993065,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,recall,0.536058777993065,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,recall,0.536058777993065,Validation
Logistic Regression,KNN,1.0,0.0,,,recall,0.536058777993065,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,recall,0.536058777993065,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,recall,0.536058777993065,Validation
Support Vector Machine,II,0.001,-6.907755278982137,,,recall,0.3333333333333333,Validation
Support Vector Machine,II,0.01,-4.605170185988091,,,recall,0.5816250062982965,Validation
Support Vector Machine,II,0.1,-2.3025850929940455,,,recall,0.5264514710530294,Validation
Support Vector Machine,II,1.0,0.0,,,recall,0.5178903684159899,Validation
Support Vector Machine,II,10.0,2.302585092994046,,,recall,0.5142204083128353,Validation
Support Vector Machine,II,100.0,4.605170185988092,,,recall,0.5112558574157288,Validation
Decision Tree,II,,,1,2,recall,0.5437733895828465,Validation
Decision Tree,II,,,1,5,recall,0.5477937639993954,Validation
Decision Tree,II,,,1,10,recall,0.5525085542317681,Validation
Decision Tree,II,,,1,15,recall,0.5504088166989597,Validation
Decision Tree,II,,,1,20,recall,0.551630915245542,Validation
Decision Tree,II,,,2,2,recall,0.557046534104703,Validation
Decision Tree,II,,,2,5,recall,0.5551254391630366,Validation
Decision Tree,II,,,2,10,recall,0.5532048022792962,Validation
Decision Tree,II,,,2,15,recall,0.551631373303468,Validation
Decision Tree,II,,,2,20,recall,0.5535501779555043,Validation
Decision Tree,II,,,5,2,recall,0.5601846889557653,Validation
Decision Tree,II,,,5,5,recall,0.5601846889557653,Validation
Decision Tree,II,,,5,10,recall,0.5601846889557653,Validation
Decision Tree,II,,,5,15,recall,0.5551204005258505,Validation
Decision Tree,II,,,5,20,recall,0.5565156449684628,Validation
Random Forest,II,,,1,2,recall,0.5154539583075677,Validation
Random Forest,II,,,1,5,recall,0.5178981554007321,Validation
Random Forest,II,,,1,10,recall,0.5276813565843537,Validation
Random Forest,II,,,1,15,recall,0.5353698588723531,Validation
Random Forest,II,,,1,20,recall,0.5406109576617059,Validation
Random Forest,II,,,2,2,recall,0.5303041962686602,Validation
Random Forest,II,,,2,5,recall,0.5297820102330141,Validation
Random Forest,II,,,2,10,recall,0.5362447495110232,Validation
Random Forest,II,,,2,15,recall,0.5395647533587097,Validation
Random Forest,II,,,2,20,recall,0.5430606514499824,Validation
Random Forest,II,,,5,2,recall,0.5435874180648884,Validation
Random Forest,II,,,5,5,recall,0.5435874180648884,Validation
Random Forest,II,,,5,10,recall,0.5435874180648884,Validation
Random Forest,II,,,5,15,recall,0.5446336223678846,Validation
Random Forest,II,,,5,20,recall,0.5489989144027153,Validation
Logistic Regression,None,0.001,-6.907755278982137,,,recall,0.5394893214987195,Validation
Logistic Regression,None,0.01,-4.605170185988091,,,recall,0.5394893214987195,Validation
Logistic Regression,None,0.1,-2.3025850929940455,,,recall,0.5394893214987195,Validation
Logistic Regression,None,1.0,0.0,,,recall,0.5394893214987195,Validation
Logistic Regression,None,10.0,2.302585092994046,,,recall,0.5394893214987195,Validation
Logistic Regression,None,100.0,4.605170185988092,,,recall,0.5394893214987195,Validation
Support Vector Machine,None,0.001,-6.907755278982137,,,recall,1.0,Validation
Support Vector Machine,None,0.01,-4.605170185988091,,,recall,0.5854839511697869,Validation
Support Vector Machine,None,0.1,-2.3025850929940455,,,recall,0.5172919619104448,Validation
Support Vector Machine,None,1.0,0.0,,,recall,0.5246251957932423,Validation
Support Vector Machine,None,10.0,2.302585092994046,,,recall,0.5152513612292087,Validation
Support Vector Machine,None,100.0,4.605170185988092,,,recall,0.5156597299917952,Validation
Decision Tree,None,,,1,2,recall,0.5272668506501579,Validation
Decision Tree,None,,,1,5,recall,0.5297089828696452,Validation
Decision Tree,None,,,1,10,recall,0.531340593222446,Validation
Decision Tree,None,,,1,15,recall,0.5284944432013128,Validation
Decision Tree,None,,,1,20,recall,0.527064841749335,Validation
Decision Tree,None,,,2,2,recall,0.5362285870565128,Validation
Decision Tree,None,,,2,5,recall,0.5358189751622288,Validation
Decision Tree,None,,,2,10,recall,0.5346000845329555,Validation
Decision Tree,None,,,2,15,recall,0.5325694289052982,Validation
Decision Tree,None,,,2,20,recall,0.5305282066582133,Validation
Decision Tree,None,,,5,2,recall,0.5315587628353348,Validation
Decision Tree,None,,,5,5,recall,0.5315587628353348,Validation
Decision Tree,None,,,5,10,recall,0.5315587628353348,Validation
Decision Tree,None,,,5,15,recall,0.5301347554759952,Validation
Decision Tree,None,,,5,20,recall,0.5285012804256483,Validation
Random Forest,None,,,1,2,recall,0.5054803460878646,Validation
Random Forest,None,,,1,5,recall,0.505279580318739,Validation
Random Forest,None,,,1,10,recall,0.5095571964893961,Validation
Random Forest,None,,,1,15,recall,0.5115928246438428,Validation
Random Forest,None,,,1,20,recall,0.517293826607991,Validation
Random Forest,None,,,2,2,recall,0.5089443325625918,Validation
Random Forest,None,,,2,5,recall,0.509147584595112,Validation
Random Forest,None,,,2,10,recall,0.5103695830536288,Validation
Random Forest,None,,,2,15,recall,0.5134252007657693,Validation
Random Forest,None,,,2,20,recall,0.5183131945998359,Validation
Random Forest,None,,,5,2,recall,0.5199429402550906,Validation
Random Forest,None,,,5,5,recall,0.5199429402550906,Validation
Random Forest,None,,,5,10,recall,0.5199429402550906,Validation
Random Forest,None,,,5,15,recall,0.5205508316551055,Validation
Random Forest,None,,,5,20,recall,0.5217765595087144,Validation
Logistic Regression,MICE,0.001,-6.907755278982137,,,recall,0.5372808765396472,Validation
Logistic Regression,MICE,0.01,-4.605170185988091,,,recall,0.5372808765396472,Validation
Logistic Regression,MICE,0.1,-2.3025850929940455,,,recall,0.5372808765396472,Validation
Logistic Regression,MICE,1.0,0.0,,,recall,0.5372808765396472,Validation
Logistic Regression,MICE,10.0,2.302585092994046,,,recall,0.5372808765396472,Validation
Logistic Regression,MICE,100.0,4.605170185988092,,,recall,0.5372808765396472,Validation
Support Vector Machine,MICE,0.001,-6.907755278982137,,,recall,0.3333333333333333,Validation
Support Vector Machine,MICE,0.01,-4.605170185988091,,,recall,0.593806598782482,Validation
Support Vector Machine,MICE,0.1,-2.3025850929940455,,,recall,0.5323892759478364,Validation
Support Vector Machine,MICE,1.0,0.0,,,recall,0.5301159344610719,Validation
Support Vector Machine,MICE,10.0,2.302585092994046,,,recall,0.5238327538900569,Validation
Support Vector Machine,MICE,100.0,4.605170185988092,,,recall,0.5180717593546881,Validation
Decision Tree,MICE,,,1,2,recall,0.5411542143619482,Validation
Decision Tree,MICE,,,1,5,recall,0.5444751343254868,Validation
Decision Tree,MICE,,,1,10,recall,0.5495394227554017,Validation
Decision Tree,MICE,,,1,15,recall,0.5491894664999336,Validation
Decision Tree,MICE,,,1,20,recall,0.5465702912790352,Validation
Decision Tree,MICE,,,2,2,recall,0.5580927384076991,Validation
Decision Tree,MICE,,,2,5,recall,0.5568697237452649,Validation
Decision Tree,MICE,,,2,10,recall,0.5552999592328447,Validation
Decision Tree,MICE,,,2,15,recall,0.5540783187441884,Validation
Decision Tree,MICE,,,2,20,recall,0.5539028825585284,Validation
Decision Tree,MICE,,,5,2,recall,0.5561684370605507,Validation
Decision Tree,MICE,,,5,5,recall,0.5561684370605507,Validation
Decision Tree,MICE,,,5,10,recall,0.5561684370605507,Validation
Decision Tree,MICE,,,5,15,recall,0.5528488912707902,Validation
Decision Tree,MICE,,,5,20,recall,0.5547699862124564,Validation
Random Forest,MICE,,,1,2,recall,0.5147572522021135,Validation
Random Forest,MICE,,,1,5,recall,0.5166783471437798,Validation
Random Forest,MICE,,,1,10,recall,0.5282090393151118,Validation
Random Forest,MICE,,,1,15,recall,0.5337996363020068,Validation
Random Forest,MICE,,,1,20,recall,0.5393902332889018,Validation
Random Forest,MICE,,,2,2,recall,0.5273396453715536,Validation
Random Forest,MICE,,,2,5,recall,0.5282108715468158,Validation
Random Forest,MICE,,,2,10,recall,0.5317053954643104,Validation
Random Forest,MICE,,,2,15,recall,0.5423602808811202,Validation
Random Forest,MICE,,,2,20,recall,0.5430633997975385,Validation
Random Forest,MICE,,,5,2,recall,0.545856637030319,Validation
Random Forest,MICE,,,5,5,recall,0.545856637030319,Validation
Random Forest,MICE,,,5,10,recall,0.545856637030319,Validation
Random Forest,MICE,,,5,15,recall,0.5530137921241521,Validation
Random Forest,MICE,,,5,20,recall,0.5502214710072235,Validation
Logistic Regression,KNN,0.001,-6.907755278982137,,,acc,0.6481205925726149,Train
Logistic Regression,KNN,0.01,-4.605170185988091,,,acc,0.6481205925726149,Train
Logistic Regression,KNN,0.1,-2.3025850929940455,,,acc,0.6481205925726149,Train
Logistic Regression,KNN,1.0,0.0,,,acc,0.6481205925726149,Train
Logistic Regression,KNN,10.0,2.302585092994046,,,acc,0.6481205925726149,Train
Logistic Regression,KNN,100.0,4.605170185988092,,,acc,0.6481205925726149,Train
Support Vector Machine,KNN,0.001,-6.907755278982137,,,acc,0.5572781254777427,Train
Support Vector Machine,KNN,0.01,-4.605170185988091,,,acc,0.6164119858068272,Train
Support Vector Machine,KNN,0.1,-2.3025850929940455,,,acc,0.6505886284205762,Train
Support Vector Machine,KNN,1.0,0.0,,,acc,0.65558110925962,Train
Support Vector Machine,KNN,10.0,2.302585092994046,,,acc,0.6589958011740707,Train
Support Vector Machine,KNN,100.0,4.605170185988092,,,acc,0.6594549281314422,Train
Decision Tree,KNN,,,1,2,acc,0.6655675280915804,Train
Decision Tree,KNN,,,1,5,acc,0.6624972554877279,Train
Decision Tree,KNN,,,1,10,acc,0.6583652240102407,Train
Decision Tree,KNN,,,1,15,acc,0.6565286791344704,Train
Decision Tree,KNN,,,1,20,acc,0.6545200048703516,Train
Decision Tree,KNN,,,2,2,acc,0.6593408255739888,Train
Decision Tree,KNN,,,2,5,acc,0.6592260561834077,Train
Decision Tree,KNN,,,2,10,acc,0.6571600713165682,Train
Decision Tree,KNN,,,2,15,acc,0.6556104993122974,Train
Decision Tree,KNN,,,2,20,acc,0.6539462196612538,Train
Decision Tree,KNN,,,5,2,acc,0.6548067678129035,Train
Decision Tree,KNN,,,5,5,acc,0.6548067678129035,Train
Decision Tree,KNN,,,5,10,acc,0.6548067678129035,Train
Decision Tree,KNN,,,5,15,acc,0.6542901697189102,Train
Decision Tree,KNN,,,5,20,acc,0.6534006390237167,Train
Random Forest,KNN,,,1,2,acc,0.6740034734596709,Train
Random Forest,KNN,,,1,5,acc,0.6706175171135312,Train
Random Forest,KNN,,,1,10,acc,0.6657106502388622,Train
Random Forest,KNN,,,1,15,acc,0.6623247185902456,Train
Random Forest,KNN,,,1,20,acc,0.6601726381573277,Train
Random Forest,KNN,,,2,2,acc,0.6658256913021992,Train
Random Forest,KNN,,,2,5,acc,0.6654526228646211,Train
Random Forest,KNN,,,2,10,acc,0.6620092200793829,Train
Random Forest,KNN,,,2,15,acc,0.6589101254658881,Train
Random Forest,KNN,,,2,20,acc,0.6572458334660826,Train
Random Forest,KNN,,,5,2,acc,0.6579631236340725,Train
Random Forest,KNN,,,5,5,acc,0.6579631236340725,Train
Random Forest,KNN,,,5,10,acc,0.6579631236340725,Train
Random Forest,KNN,,,5,15,acc,0.6561844574040581,Train
Random Forest,KNN,,,5,20,acc,0.6546924182802176,Train
Logistic Regression,KNN,0.001,-6.907755278982137,,,acc,0.6478335703060691,Train
Logistic Regression,KNN,0.01,-4.605170185988091,,,acc,0.6478335703060691,Train
Logistic Regression,KNN,0.1,-2.3025850929940455,,,acc,0.6478335703060691,Train
Logistic Regression,KNN,1.0,0.0,,,acc,0.6478335703060691,Train
Logistic Regression,KNN,10.0,2.302585092994046,,,acc,0.6478335703060691,Train
Logistic Regression,KNN,100.0,4.605170185988092,,,acc,0.6478335703060691,Train
Support Vector Machine,II,0.001,-6.907755278982137,,,acc,0.5572781254777427,Train
Support Vector Machine,II,0.01,-4.605170185988091,,,acc,0.6188223405892188,Train
Support Vector Machine,II,0.1,-2.3025850929940455,,,acc,0.6537734481373004,Train
Support Vector Machine,II,1.0,0.0,,,acc,0.6565280616963889,Train
Support Vector Machine,II,10.0,2.302585092994046,,,acc,0.6588810688297745,Train
Support Vector Machine,II,100.0,4.605170185988092,,,acc,0.6610332727503088,Train
Decision Tree,II,,,1,2,acc,0.6708190365545571,Train
Decision Tree,II,,,1,5,acc,0.6673757449081735,Train
Decision Tree,II,,,1,10,acc,0.6629854390812127,Train
Decision Tree,II,,,1,15,acc,0.6608044995923674,Train
Decision Tree,II,,,1,20,acc,0.658996764377478,Train
Decision Tree,II,,,2,2,acc,0.6630428608227881,Train
Decision Tree,II,,,2,5,acc,0.6629854884762592,Train
Decision Tree,II,,,2,10,acc,0.6610629838707884,Train
Decision Tree,II,,,2,15,acc,0.659369894558864,Train
Decision Tree,II,,,2,20,acc,0.6579063934231484,Train
Decision Tree,II,,,5,2,acc,0.6547213020336681,Train
Decision Tree,II,,,5,5,acc,0.6547213020336681,Train
Decision Tree,II,,,5,10,acc,0.6547213020336681,Train
Decision Tree,II,,,5,15,acc,0.6547212526386216,Train
Decision Tree,II,,,5,20,acc,0.6538890201973876,Train
Random Forest,II,,,1,2,acc,0.6816932449063209,Train
Random Forest,II,,,1,5,acc,0.6781063371621904,Train
Random Forest,II,,,1,10,acc,0.6728553103009172,Train
Random Forest,II,,,1,15,acc,0.6691538924901993,Train
Random Forest,II,,,1,20,acc,0.6668295591813167,Train
Random Forest,II,,,2,2,acc,0.6734006810095063,Train
Random Forest,II,,,2,5,acc,0.673716315356747,Train
Random Forest,II,,,2,10,acc,0.6697564256163699,Train
Random Forest,II,,,2,15,acc,0.6670305476255926,Train
Random Forest,II,,,2,20,acc,0.665710687285147,Train
Random Forest,II,,,5,2,acc,0.6634439239029793,Train
Random Forest,II,,,5,5,acc,0.6634439239029793,Train
Random Forest,II,,,5,10,acc,0.6634439239029793,Train
Random Forest,II,,,5,15,acc,0.6638455426774439,Train
Random Forest,II,,,5,20,acc,0.6611482397210761,Train
Logistic Regression,None,0.001,-6.907755278982137,,,acc,0.6508074935400516,Train
Logistic Regression,None,0.01,-4.605170185988091,,,acc,0.6508074935400516,Train
Logistic Regression,None,0.1,-2.3025850929940455,,,acc,0.6508074935400516,Train
Logistic Regression,None,1.0,0.0,,,acc,0.6508074935400516,Train
Logistic Regression,None,10.0,2.302585092994046,,,acc,0.6508074935400516,Train
Logistic Regression,None,100.0,4.605170185988092,,,acc,0.6508074935400516,Train
Support Vector Machine,None,0.001,-6.907755278982137,,,acc,0.3171834625322997,Train
Support Vector Machine,None,0.01,-4.605170185988091,,,acc,0.6098837209302326,Train
Support Vector Machine,None,0.1,-2.3025850929940455,,,acc,0.659140826873385,Train
Support Vector Machine,None,1.0,0.0,,,acc,0.6591408268733849,Train
Support Vector Machine,None,10.0,2.302585092994046,,,acc,0.6633397932816538,Train
Support Vector Machine,None,100.0,4.605170185988092,,,acc,0.6669573643410854,Train
Decision Tree,None,,,1,2,acc,0.6698320413436691,Train
Decision Tree,None,,,1,5,acc,0.6666343669250646,Train
Decision Tree,None,,,1,10,acc,0.6629198966408267,Train
Decision Tree,None,,,1,15,acc,0.6628875968992247,Train
Decision Tree,None,,,1,20,acc,0.6621770025839793,Train
Decision Tree,None,,,2,2,acc,0.6627260981912144,Train
Decision Tree,None,,,2,5,acc,0.662564599483204,Train
Decision Tree,None,,,2,10,acc,0.6603359173126615,Train
Decision Tree,None,,,2,15,acc,0.6602067183462531,Train
Decision Tree,None,,,2,20,acc,0.6598514211886305,Train
Decision Tree,None,,,5,2,acc,0.6585271317829459,Train
Decision Tree,None,,,5,5,acc,0.6585271317829459,Train
Decision Tree,None,,,5,10,acc,0.6585271317829459,Train
Decision Tree,None,,,5,15,acc,0.6583010335917313,Train
Decision Tree,None,,,5,20,acc,0.6578811369509043,Train
Random Forest,None,,,1,2,acc,0.676485788113695,Train
Random Forest,None,,,1,5,acc,0.673611111111111,Train
Random Forest,None,,,1,10,acc,0.6707364341085271,Train
Random Forest,None,,,1,15,acc,0.6679909560723514,Train
Random Forest,None,,,1,20,acc,0.6656330749354005,Train
Random Forest,None,,,2,2,acc,0.6709302325581395,Train
Random Forest,None,,,2,5,acc,0.6705749354005167,Train
Random Forest,None,,,2,10,acc,0.6685723514211885,Train
Random Forest,None,,,2,15,acc,0.6659560723514212,Train
Random Forest,None,,,2,20,acc,0.6637919896640827,Train
Random Forest,None,,,5,2,acc,0.6626937984496124,Train
Random Forest,None,,,5,5,acc,0.6626937984496124,Train
Random Forest,None,,,5,10,acc,0.6626937984496124,Train
Random Forest,None,,,5,15,acc,0.6602713178294572,Train
Random Forest,None,,,5,20,acc,0.6595607235142119,Train
Logistic Regression,MICE,0.001,-6.907755278982137,,,acc,0.6478911031864991,Train
Logistic Regression,MICE,0.01,-4.605170185988091,,,acc,0.6478911031864991,Train
Logistic Regression,MICE,0.1,-2.3025850929940455,,,acc,0.6478911031864991,Train
Logistic Regression,MICE,1.0,0.0,,,acc,0.6478911031864991,Train
Logistic Regression,MICE,10.0,2.302585092994046,,,acc,0.6478911031864991,Train
Logistic Regression,MICE,100.0,4.605170185988092,,,acc,0.6478911031864991,Train
Support Vector Machine,MICE,0.001,-6.907755278982137,,,acc,0.5572781254777427,Train
Support Vector Machine,MICE,0.01,-4.605170185988091,,,acc,0.6131095070893006,Train
Support Vector Machine,MICE,0.1,-2.3025850929940455,,,acc,0.6520517714422045,Train
Support Vector Machine,MICE,1.0,0.0,,,acc,0.656441719155078,Train
Support Vector Machine,MICE,10.0,2.302585092994046,,,acc,0.6606314440468967,Train
Support Vector Machine,MICE,100.0,4.605170185988092,,,acc,0.6632140023102063,Train
Decision Tree,MICE,,,1,2,acc,0.6729424555117338,Train
Decision Tree,MICE,,,1,5,acc,0.6682652756033668,Train
Decision Tree,MICE,,,1,10,acc,0.6634157687264648,Train
Decision Tree,MICE,,,1,15,acc,0.6602880496835135,Train
Decision Tree,MICE,,,1,20,acc,0.6581935144797875,Train
Decision Tree,MICE,,,2,2,acc,0.661808898468235,Train
Decision Tree,MICE,,,2,5,acc,0.6617228029021566,Train
Decision Tree,MICE,,,2,10,acc,0.6595419992496893,Train
Decision Tree,MICE,,,2,15,acc,0.6572752358675216,Train
Decision Tree,MICE,,,2,20,acc,0.655381491527885,Train
Decision Tree,MICE,,,5,2,acc,0.6541185836760732,Train
Decision Tree,MICE,,,5,5,acc,0.6541185836760732,Train
Decision Tree,MICE,,,5,10,acc,0.6541185836760732,Train
Decision Tree,MICE,,,5,15,acc,0.6534584929719494,Train
Decision Tree,MICE,,,5,20,acc,0.6519376688847512,Train
Random Forest,MICE,,,1,2,acc,0.684333200213683,Train
Random Forest,MICE,,,1,5,acc,0.6805167660371514,Train
Random Forest,MICE,,,1,10,acc,0.6740892850042318,Train
Random Forest,MICE,,,1,15,acc,0.6696416809233121,Train
Random Forest,MICE,,,1,20,acc,0.666399241884826,Train
Random Forest,MICE,,,2,2,acc,0.6747493263133093,Train
Random Forest,MICE,,,2,5,acc,0.6745197751833854,Train
Random Forest,MICE,,,2,10,acc,0.6705024883989559,Train
Random Forest,MICE,,,2,15,acc,0.6655383603166123,Train
Random Forest,MICE,,,2,20,acc,0.663099640428759,Train
Random Forest,MICE,,,5,2,acc,0.6606032394753357,Train
Random Forest,MICE,,,5,5,acc,0.6606032394753357,Train
Random Forest,MICE,,,5,10,acc,0.6606032394753357,Train
Random Forest,MICE,,,5,15,acc,0.6577333996214859,Train
Random Forest,MICE,,,5,20,acc,0.6563851247805317,Train
Logistic Regression,KNN,0.001,-6.907755278982137,,,acc,0.645969283804345,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,acc,0.645969283804345,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,acc,0.645969283804345,Validation
Logistic Regression,KNN,1.0,0.0,,,acc,0.645969283804345,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,acc,0.645969283804345,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,acc,0.645969283804345,Validation
Support Vector Machine,KNN,0.001,-6.907755278982137,,,acc,0.5568927611516572,Validation
Support Vector Machine,KNN,0.01,-4.605170185988091,,,acc,0.6119967009665339,Validation
Support Vector Machine,KNN,0.1,-2.3025850929940455,,,acc,0.6447630314539814,Validation
Support Vector Machine,KNN,1.0,0.0,,,acc,0.6475755612581987,Validation
Support Vector Machine,KNN,10.0,2.302585092994046,,,acc,0.6445916556591816,Validation
Support Vector Machine,KNN,100.0,4.605170185988092,,,acc,0.6428697440185253,Validation
Decision Tree,KNN,,,1,2,acc,0.611648810079743,Validation
Decision Tree,KNN,,,1,5,acc,0.611591437733214,Validation
Decision Tree,KNN,,,1,10,acc,0.6111894359769583,Validation
Decision Tree,KNN,,,1,15,acc,0.6118783488821784,Validation
Decision Tree,KNN,,,1,20,acc,0.6124519735148295,Validation
Decision Tree,KNN,,,2,2,acc,0.611247450735636,Validation
Decision Tree,KNN,,,2,5,acc,0.6108455972283374,Validation
Decision Tree,KNN,,,2,10,acc,0.6117061824262721,Validation
Decision Tree,KNN,,,2,15,acc,0.6123949964988538,Validation
Decision Tree,KNN,,,2,20,acc,0.6131981105176212,Validation
Decision Tree,KNN,,,5,2,acc,0.6172169420885215,Validation
Decision Tree,KNN,,,5,5,acc,0.6172169420885215,Validation
Decision Tree,KNN,,,5,10,acc,0.6172169420885215,Validation
Decision Tree,KNN,,,5,15,acc,0.6171020985628252,Validation
Decision Tree,KNN,,,5,20,acc,0.6176757231954767,Validation
Random Forest,KNN,,,1,2,acc,0.6169284002010256,Validation
Random Forest,KNN,,,1,5,acc,0.6170434413919985,Validation
Random Forest,KNN,,,1,10,acc,0.6192239858906526,Validation
Random Forest,KNN,,,1,15,acc,0.6197980058538571,Validation
Random Forest,KNN,,,1,20,acc,0.620199661695879,Validation
Random Forest,KNN,,,2,2,acc,0.619281506486139,Validation
Random Forest,KNN,,,2,5,acc,0.6197407817562856,Validation
Random Forest,KNN,,,2,10,acc,0.6201423387656694,Validation
Random Forest,KNN,,,2,15,acc,0.6195688129656561,Validation
Random Forest,KNN,,,2,20,acc,0.6204295958288673,Validation
Random Forest,KNN,,,5,2,acc,0.6236434355608728,Validation
Random Forest,KNN,,,5,5,acc,0.6236434355608728,Validation
Random Forest,KNN,,,5,10,acc,0.6236434355608728,Validation
Random Forest,KNN,,,5,15,acc,0.6222660050809858,Validation
Random Forest,KNN,,,5,20,acc,0.621577092175766,Validation
Logistic Regression,KNN,0.001,-6.907755278982137,,,acc,0.6463710878953245,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,acc,0.6463710878953245,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,acc,0.6463710878953245,Validation
Logistic Regression,KNN,1.0,0.0,,,acc,0.6463710878953245,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,acc,0.6463710878953245,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,acc,0.6463710878953245,Validation
Support Vector Machine,II,0.001,-6.907755278982137,,,acc,0.5568927611516572,Validation
Support Vector Machine,II,0.01,-4.605170185988091,,,acc,0.6144067842676229,Validation
Support Vector Machine,II,0.1,-2.3025850929940455,,,acc,0.6482066570700176,Validation
Support Vector Machine,II,1.0,0.0,,,acc,0.6483788729422427,Validation
Support Vector Machine,II,10.0,2.302585092994046,,,acc,0.6451080067779422,Validation
Support Vector Machine,II,100.0,4.605170185988092,,,acc,0.6443614744445976,Validation
